"head","winner","loser","worker_id","rt","Center","Left","Right","Answer","sampleAlg","sampleSet"
1,10,4,"d8mmm1qn","1829","fdfow","fnfyb","fdmob","fnfyb","random","train"
27,27,28,"d8mmm1qn","1269","pncos","pncos","pnhnb","pncos","check",NA
13,8,20,"d8mmm1qn","1132","fnmow","pdhnb","fnfob","fnfob","random","train"
30,12,6,"d8mmm1qn","1513","pnhob","fdmyb","fnmob","fnmob","random","train"
18,1,3,"d8mmm1qn","1594","pdcob","fdfyw","fdfow","fdfow","random","train"
5,8,25,"d8mmm1qn","1883","fdmow","fnfob","pncns","fnfob","random","train"
25,29,22,"d8mmm1qn","2061","pncns","pnhns","pdhob","pnhns","random","train"
29,27,5,"d8mmm1qn","1691","pnhns","pncos","fdmow","pncos","random","train"
0,4,18,"d8mmm1qn","1626","fdfob","pdcob","fdmob","fdmob","random","train"
13,5,8,"d8mmm1qn","1599","fnmow","fnfob","fdmow","fdmow","random","train"
25,17,12,"d8mmm1qn","1698","pncns","fnmob","pdcns","pdcns","random","train"
26,19,13,"d8mmm1qn","1190","pncob","pdcos","fnmow","pdcos","validation","train"
22,30,24,"d8mmm1qn","1684","pdhob","pnhob","pncnb","pnhob","random","train"
30,28,16,"d8mmm1qn","1529","pnhob","pdcnb","pnhnb","pnhnb","random","train"
1,9,23,"d8mmm1qn","1579","fdfow","pdhos","fnfow","fnfow","random","train"
27,16,12,"d8mmm1qn","1925","pncos","pdcnb","fnmob","pdcnb","random","train"
6,11,19,"d8mmm1qn","1651","fdmyb","pdcos","fnfyw","fnfyw","random","train"
23,8,12,"d8mmm1qn","1808","pdhos","fnmob","fnfob","fnfob","random","train"
27,27,22,"d8mmm1qn","1454","pncos","pdhob","pncos","pncos","check",NA
30,23,25,"d8mmm1qn","2001","pnhob","pdhos","pncns","pdhos","random","train"
29,9,4,"d8mmm1qn","1786","pnhns","fnfow","fdmob","fnfow","random","train"
21,1,13,"d8mmm1qn","1738","pdhns","fdfow","fnmow","fdfow","random","train"
10,29,17,"d8mmm1qn","1931","fnfyb","pdcns","pnhns","pnhns","random","train"
29,3,5,"d8mmm1qn","2564","pnhns","fdmow","fdfyw","fdfyw","random","train"
19,1,20,"d8mmm1qn","1507","pdcos","pdhnb","fdfow","fdfow","random","train"
27,10,7,"d8mmm1qn","2370","pncos","fnfyb","fdmyw","fnfyb","random","train"
24,8,4,"d8mmm1qn","1946","pncnb","fnfob","fdmob","fnfob","random","train"
24,14,8,"d8mmm1qn","1884","pncnb","fnfob","fnmyb","fnmyb","random","train"
8,18,20,"d8mmm1qn","1842","fnfob","pdcob","pdhnb","pdcob","random","train"
31,8,12,"d8mmm1qn","2081","pnhos","fnfob","fnmob","fnfob","random","train"
4,12,19,"d8mmm1qn","1410","fdmob","pdcos","fnmob","fnmob","validation","train"
3,6,13,"d8mmm1qn","1783","fdfyw","fdmyb","fnmow","fdmyb","random","train"
10,10,7,"d8mmm1qn","1477","fnfyb","fdmyw","fnfyb","fnfyb","check",NA
23,26,11,"d8mmm1qn","1727","pdhos","fnfyw","pncob","pncob","random","train"
6,14,29,"d8mmm1qn","1710","fdmyb","fnmyb","pnhns","fnmyb","random","train"
30,30,31,"d8mmm1qn","1766","pnhob","pnhos","pnhob","pnhob","check",NA
28,25,18,"d8mmm1qn","2282","pnhnb","pdcob","pncns","pncns","random","train"
18,24,17,"d8mmm1qn","2801","pdcob","pncnb","pdcns","pncnb","random","train"
4,31,25,"d8mmm1qn","3093","fdmob","pncns","pnhos","pnhos","random","train"
29,30,13,"d8mmm1qn","1448","pnhns","fnmow","pnhob","pnhob","random","train"
28,25,14,"d8mmm1qn","1339","pnhnb","pncns","fnmyb","pncns","random","train"
29,24,7,"d8mmm1qn","1601","pnhns","fdmyw","pncnb","pncnb","random","test"
19,21,0,"d8mmm1qn","1663","pdcos","pdhns","fdfob","pdhns","random","train"
31,23,8,"d8mmm1qn","1348","pnhos","pdhos","fnfob","pdhos","validation","train"
10,24,27,"d8mmm1qn","1876","fnfyb","pncos","pncnb","pncnb","random","train"
26,8,15,"d8mmm1qn","1719","pncob","fnfob","fnmyw","fnfob","random","train"
22,23,29,"d8mmm1qn","1957","pdhob","pdhos","pnhns","pdhos","random","train"
14,29,31,"d8mmm1qn","1930","fnmyb","pnhns","pnhos","pnhns","random","train"
7,10,25,"d8mmm1qn","1649","fdmyw","fnfyb","pncns","fnfyb","random","train"
0,11,24,"d8mmm1qn","1494","fdfob","pncnb","fnfyw","fnfyw","random","train"
9,14,20,"d8mmm1qn","1858","fnfow","pdhnb","fnmyb","fnmyb","random","train"
20,3,2,"d8mmm1qn","2875","pdhnb","fdfyb","fdfyw","fdfyw","random","train"
25,22,4,"d8mmm1qn","1897","pncns","fdmob","pdhob","pdhob","random","train"
10,7,23,"d8mmm1qn","1358","fnfyb","pdhos","fdmyw","fdmyw","random","train"
11,8,24,"d8mmm1qn","1413","fnfyw","pncnb","fnfob","fnfob","random","train"
25,16,4,"d8mmm1qn","1795","pncns","pdcnb","fdmob","pdcnb","random","train"
29,18,15,"d8mmm1qn","1338","pnhns","fnmyw","pdcob","pdcob","random","train"
22,1,12,"d8mmm1qn","1646","pdhob","fnmob","fdfow","fdfow","validation","train"
31,9,3,"d8mmm1qn","1608","pnhos","fdfyw","fnfow","fnfow","random","train"
25,28,31,"jn7bbjc0","5224","pncns","pnhnb","pnhos","pnhnb","random","train"
9,0,30,"jn7bbjc0","776","fnfow","pnhob","fdfob","fdfob","random","train"
19,5,7,"jn7bbjc0","2318","pdcos","fdmyw","fdmow","fdmow","random","train"
1,3,21,"jn7bbjc0","1024","fdfow","pdhns","fdfyw","fdfyw","random","train"
22,18,29,"jn7bbjc0","1446","pdhob","pdcob","pnhns","pdcob","validation","train"
13,19,21,"jn7bbjc0","1531","fnmow","pdhns","pdcos","pdcos","random","train"
23,1,25,"jn7bbjc0","1452","pdhos","pncns","fdfow","fdfow","random","train"
14,30,26,"jn7bbjc0","1819","fnmyb","pnhob","pncob","pnhob","random","train"
28,18,27,"jn7bbjc0","2620","pnhnb","pncos","pdcob","pdcob","random","train"
14,1,28,"jn7bbjc0","1076","fnmyb","pnhnb","fdfow","fdfow","random","train"
26,17,23,"jn7bbjc0","1033","pncob","pdcns","pdhos","pdcns","random","train"
7,12,0,"jn7bbjc0","1704","fdmyw","fnmob","fdfob","fnmob","random","train"
25,30,13,"jn7bbjc0","1151","pncns","pnhob","fnmow","pnhob","random","train"
11,29,20,"jn7bbjc0","2641","fnfyw","pnhns","pdhnb","pnhns","random","train"
12,10,9,"jn7bbjc0","5748","fnmob","fnfyb","fnfow","fnfyb","random","train"
20,28,22,"jn7bbjc0","3868","pdhnb","pnhnb","pdhob","pnhnb","random","train"
30,27,11,"jn7bbjc0","854","pnhob","fnfyw","pncos","pncos","random","train"
29,27,11,"jn7bbjc0","897","pnhns","fnfyw","pncos","pncos","random","train"
3,3,15,"jn7bbjc0","4178","fdfyw","fdfyw","fnmyw","fdfyw","check",NA
24,19,6,"jn7bbjc0","1127","pncnb","pdcos","fdmyb","pdcos","validation","train"
17,12,13,"jn7bbjc0","2612","pdcns","fnmow","fnmob","fnmob","validation","train"
11,6,24,"jn7bbjc0","1335","fnfyw","fdmyb","pncnb","fdmyb","random","train"
11,20,30,"jn7bbjc0","2736","fnfyw","pdhnb","pnhob","pdhnb","random","train"
11,14,5,"jn7bbjc0","1723","fnfyw","fdmow","fnmyb","fnmyb","random","train"
20,31,25,"jn7bbjc0","1717","pdhnb","pncns","pnhos","pnhos","random","train"
16,16,6,"jn7bbjc0","1626","pdcnb","pdcnb","fdmyb","pdcnb","check",NA
30,28,27,"jn7bbjc0","1802","pnhob","pncos","pnhnb","pnhnb","random","train"
27,9,11,"jn7bbjc0","1556","pncos","fnfow","fnfyw","fnfow","random","train"
16,20,4,"jn7bbjc0","1731","pdcnb","pdhnb","fdmob","pdhnb","validation","train"
11,29,17,"jn7bbjc0","2456","fnfyw","pnhns","pdcns","pnhns","random","train"
16,11,12,"jn7bbjc0","2078","pdcnb","fnmob","fnfyw","fnfyw","random","train"
29,11,8,"jn7bbjc0","1669","pnhns","fnfob","fnfyw","fnfyw","random","train"
21,18,26,"jn7bbjc0","1992","pdhns","pdcob","pncob","pdcob","random","train"
27,25,31,"jn7bbjc0","2071","pncos","pncns","pnhos","pncns","random","train"
5,7,11,"jn7bbjc0","2058","fdmow","fdmyw","fnfyw","fdmyw","validation","train"
11,19,22,"jn7bbjc0","6232","fnfyw","pdhob","pdcos","pdcos","random","train"
24,21,14,"jn7bbjc0","5243","pncnb","pdhns","fnmyb","pdhns","random","train"
4,1,30,"jn7bbjc0","1959","fdmob","fdfow","pnhob","fdfow","validation","train"
18,4,16,"jn7bbjc0","1591","pdcob","pdcnb","fdmob","fdmob","random","train"
29,8,7,"jn7bbjc0","3748","pnhns","fnfob","fdmyw","fnfob","random","train"
31,30,24,"jn7bbjc0","2063","pnhos","pncnb","pnhob","pnhob","random","train"
4,6,5,"jn7bbjc0","1514","fdmob","fdmyb","fdmow","fdmyb","validation","train"
24,21,23,"jn7bbjc0","1718","pncnb","pdhns","pdhos","pdhns","random","train"
29,23,15,"jn7bbjc0","1589","pnhns","fnmyw","pdhos","pdhos","random","train"
11,19,23,"jn7bbjc0","3922","fnfyw","pdcos","pdhos","pdcos","random","test"
20,3,6,"jn7bbjc0","1655","pdhnb","fdmyb","fdfyw","fdfyw","random","train"
19,4,15,"jn7bbjc0","1992","pdcos","fdmob","fnmyw","fdmob","random","train"
7,9,25,"jn7bbjc0","1515","fdmyw","pncns","fnfow","fnfow","random","train"
22,20,8,"jn7bbjc0","2220","pdhob","fnfob","pdhnb","pdhnb","random","train"
27,21,11,"jn7bbjc0","1900","pncos","pdhns","fnfyw","pdhns","random","train"
5,2,27,"jn7bbjc0","2660","fdmow","pncos","fdfyb","fdfyb","random","train"
1,4,18,"jn7bbjc0","1516","fdfow","fdmob","pdcob","fdmob","random","train"
5,19,30,"jn7bbjc0","2014","fdmow","pdcos","pnhob","pdcos","random","train"
29,30,1,"jn7bbjc0","1807","pnhns","fdfow","pnhob","pnhob","random","train"
19,22,20,"jn7bbjc0","2587","pdcos","pdhnb","pdhob","pdhob","random","train"
11,7,25,"jn7bbjc0","4124","fnfyw","pncns","fdmyw","fdmyw","random","train"
0,1,28,"jn7bbjc0","1472","fdfob","fdfow","pnhnb","fdfow","random","test"
29,30,17,"jn7bbjc0","1901","pnhns","pnhob","pdcns","pnhob","random","train"
24,21,15,"jn7bbjc0","1874","pncnb","pdhns","fnmyw","pdhns","random","train"
20,16,29,"jn7bbjc0","2845","pdhnb","pdcnb","pnhns","pdcnb","random","train"
4,22,21,"jn7bbjc0","2797","fdmob","pdhns","pdhob","pdhob","random","train"
16,17,27,"jn7bbjc0","2813","pdcnb","pdcns","pncos","pdcns","random","test"
14,14,31,"jn7bbjc0","1370","fnmyb","pnhos","fnmyb","fnmyb","check",NA
0,2,25,"jn7bbjc0","1731","fdfob","fdfyb","pncns","fdfyb","random","train"
17,5,0,"jn7bbjc0","2799","pdcns","fdfob","fdmow","fdmow","random","train"
7,5,25,"jn7bbjc0","1853","fdmyw","pncns","fdmow","fdmow","random","train"
28,23,13,"jn7bbjc0","1415","pnhnb","fnmow","pdhos","pdhos","random","train"
19,21,7,"jn7bbjc0","1819","pdcos","pdhns","fdmyw","pdhns","random","train"
3,25,24,"jn7bbjc0","2391","fdfyw","pncns","pncnb","pncns","random","train"
20,30,13,"jn7bbjc0","2039","pdhnb","pnhob","fnmow","pnhob","random","train"
26,7,6,"jn7bbjc0","3195","pncob","fdmyb","fdmyw","fdmyw","random","train"
16,6,0,"jn7bbjc0","2340","pdcnb","fdmyb","fdfob","fdmyb","random","train"
15,14,4,"jn7bbjc0","3977","fnmyw","fdmob","fnmyb","fnmyb","random","train"
23,4,10,"jn7bbjc0","2455","pdhos","fdmob","fnfyb","fdmob","random","test"
19,21,1,"jn7bbjc0","2874","pdcos","fdfow","pdhns","pdhns","random","train"
14,15,31,"jn7bbjc0","1712","fnmyb","pnhos","fnmyw","fnmyw","random","train"
7,14,19,"jn7bbjc0","2757","fdmyw","fnmyb","pdcos","fnmyb","random","train"
26,20,1,"jn7bbjc0","2731","pncob","pdhnb","fdfow","pdhnb","random","train"
15,16,31,"jn7bbjc0","2681","fnmyw","pnhos","pdcnb","pdcnb","validation","train"
25,15,8,"jn7bbjc0","2303","pncns","fnfob","fnmyw","fnmyw","random","train"
6,28,18,"jn7bbjc0","2411","fdmyb","pnhnb","pdcob","pnhnb","random","train"
30,15,2,"jn7bbjc0","2785","pnhob","fnmyw","fdfyb","fnmyw","random","test"
12,5,22,"jn7bbjc0","3176","fnmob","fdmow","pdhob","fdmow","random","train"
19,24,29,"jn7bbjc0","1621","pdcos","pncnb","pnhns","pncnb","random","train"
18,19,20,"jn7bbjc0","1664","pdcob","pdcos","pdhnb","pdcos","random","train"
9,23,16,"jn7bbjc0","2779","fnfow","pdcnb","pdhos","pdhos","random","test"
19,0,9,"jn7bbjc0","2366","pdcos","fnfow","fdfob","fdfob","random","train"
8,7,21,"jn7bbjc0","3609","fnfob","fdmyw","pdhns","fdmyw","random","train"
18,27,29,"jn7bbjc0","1725","pdcob","pncos","pnhns","pncos","random","train"
7,25,23,"jn7bbjc0","2679","fdmyw","pdhos","pncns","pncns","random","train"
20,29,19,"jn7bbjc0","1787","pdhnb","pdcos","pnhns","pnhns","random","train"
29,22,8,"jn7bbjc0","1740","pnhns","pdhob","fnfob","pdhob","random","train"
22,16,0,"jn7bbjc0","1710","pdhob","fdfob","pdcnb","pdcnb","random","train"
20,23,13,"jn7bbjc0","1904","pdhnb","fnmow","pdhos","pdhos","random","test"
11,13,22,"jn7bbjc0","2057","fnfyw","pdhob","fnmow","fnmow","random","train"
27,18,24,"jn7bbjc0","2427","pncos","pdcob","pncnb","pdcob","random","train"
15,1,20,"jn7bbjc0","2012","fnmyw","pdhnb","fdfow","fdfow","random","train"
5,5,4,"jn7bbjc0","1375","fdmow","fdmow","fdmob","fdmow","check",NA
23,28,15,"jn7bbjc0","1565","pdhos","fnmyw","pnhnb","pnhnb","random","train"
14,28,31,"jn7bbjc0","1741","fnmyb","pnhos","pnhnb","pnhnb","validation","train"
16,21,29,"jn7bbjc0","1686","pdcnb","pdhns","pnhns","pdhns","random","train"
10,16,30,"jn7bbjc0","2195","fnfyb","pnhob","pdcnb","pdcnb","random","train"
6,2,16,"jn7bbjc0","966","fdmyb","pdcnb","fdfyb","fdfyb","random","train"
9,22,20,"jn7bbjc0","1389","fnfow","pdhnb","pdhob","pdhob","random","test"
4,18,26,"jn7bbjc0","1743","fdmob","pdcob","pncob","pdcob","random","train"
17,16,18,"jn7bbjc0","2008","pdcns","pdcob","pdcnb","pdcnb","validation","train"
25,3,0,"jn7bbjc0","1993","pncns","fdfyw","fdfob","fdfyw","random","train"
28,26,7,"jn7bbjc0","1996","pnhnb","fdmyw","pncob","pncob","random","train"
6,14,12,"jn7bbjc0","4416","fdmyb","fnmyb","fnmob","fnmyb","random","train"
25,10,5,"jn7bbjc0","2305","pncns","fnfyb","fdmow","fnfyb","random","train"
11,20,21,"jn7bbjc0","3303","fnfyw","pdhnb","pdhns","pdhnb","random","train"
25,23,4,"jn7bbjc0","2272","pncns","fdmob","pdhos","pdhos","random","train"
12,4,14,"jn7bbjc0","2663","fnmob","fdmob","fnmyb","fdmob","validation","train"
23,0,4,"jn7bbjc0","1642","pdhos","fdfob","fdmob","fdfob","random","train"
12,11,17,"jn7bbjc0","1920","fnmob","fnfyw","pdcns","fnfyw","random","train"
0,22,29,"jn7bbjc0","2040","fdfob","pdhob","pnhns","pdhob","random","train"
25,21,10,"jn7bbjc0","1049","pncns","pdhns","fnfyb","pdhns","random","train"
2,14,19,"jn7bbjc0","2463","fdfyb","fnmyb","pdcos","fnmyb","random","train"
5,26,25,"jn7bbjc0","2472","fdmow","pncns","pncob","pncob","random","train"
10,6,16,"jn7bbjc0","2090","fnfyb","fdmyb","pdcnb","fdmyb","validation","train"
28,7,3,"jn7bbjc0","2437","pnhnb","fdmyw","fdfyw","fdmyw","random","train"
23,0,4,"jn7bbjc0","1730","pdhos","fdmob","fdfob","fdfob","random","train"
24,31,9,"jn7bbjc0","1733","pncnb","pnhos","fnfow","pnhos","random","train"
31,29,5,"jn7bbjc0","1974","pnhos","pnhns","fdmow","pnhns","random","train"
23,24,13,"jn7bbjc0","2084","pdhos","pncnb","fnmow","pncnb","validation","train"
24,19,15,"jn7bbjc0","2791","pncnb","pdcos","fnmyw","pdcos","random","train"
4,7,0,"jn7bbjc0","3212","fdmob","fdfob","fdmyw","fdmyw","random","train"
26,16,31,"jn7bbjc0","1666","pncob","pdcnb","pnhos","pdcnb","random","test"
1,1,5,"jn7bbjc0","1539","fdfow","fdmow","fdfow","fdfow","check",NA
8,12,30,"jn7bbjc0","1490","fnfob","pnhob","fnmob","fnmob","random","train"
8,8,17,"jn7bbjc0","1807","fnfob","fnfob","pdcns","fnfob","check",NA
28,9,4,"jn7bbjc0","1532","pnhnb","fnfow","fdmob","fnfow","random","train"
11,13,24,"jn7bbjc0","1780","fnfyw","pncnb","fnmow","fnmow","random","train"
8,30,29,"jn7bbjc0","1773","fnfob","pnhns","pnhob","pnhob","random","test"
16,27,30,"jn7bbjc0","3035","pdcnb","pncos","pnhob","pncos","random","test"
10,12,4,"jn7bbjc0","3572","fnfyb","fdmob","fnmob","fnmob","random","train"
26,25,12,"jn7bbjc0","2289","pncob","pncns","fnmob","pncns","random","train"
18,18,11,"jn7bbjc0","1876","pdcob","pdcob","fnfyw","pdcob","check",NA
1,18,27,"jn7bbjc0","2131","fdfow","pdcob","pncos","pdcob","random","train"
24,18,14,"jn7bbjc0","1770","pncnb","pdcob","fnmyb","pdcob","random","test"
19,1,10,"jn7bbjc0","2758","pdcos","fnfyb","fdfow","fdfow","random","train"
8,27,25,"jn7bbjc0","3787","fnfob","pncos","pncns","pncos","random","train"
5,3,18,"jn7bbjc0","1680","fdmow","pdcob","fdfyw","fdfyw","random","test"
29,31,0,"jn7bbjc0","1439","pnhns","pnhos","fdfob","pnhos","random","train"
8,29,21,"jn7bbjc0","2328","fnfob","pdhns","pnhns","pnhns","random","train"
9,6,24,"jn7bbjc0","2109","fnfow","pncnb","fdmyb","fdmyb","random","train"
14,9,0,"jn7bbjc0","2090","fnmyb","fdfob","fnfow","fnfow","random","train"
16,27,4,"jn7bbjc0","2018","pdcnb","fdmob","pncos","pncos","random","train"
6,2,3,"jn7bbjc0","1911","fdmyb","fdfyw","fdfyb","fdfyb","random","train"
14,9,24,"jn7bbjc0","1709","fnmyb","fnfow","pncnb","fnfow","random","test"
29,20,4,"jn7bbjc0","1629","pnhns","pdhnb","fdmob","pdhnb","random","train"
12,30,20,"jn7bbjc0","1354","fnmob","pdhnb","pnhob","pnhob","random","train"
29,27,13,"jn7bbjc0","1688","pnhns","pncos","fnmow","pncos","random","test"
17,17,13,"jn7bbjc0","2868","pdcns","pdcns","fnmow","pdcns","check",NA
13,23,18,"jn7bbjc0","2257","fnmow","pdcob","pdhos","pdhos","random","train"
23,13,3,"jn7bbjc0","3148","pdhos","fdfyw","fnmow","fnmow","random","train"
14,0,17,"jn7bbjc0","3502","fnmyb","fdfob","pdcns","fdfob","validation","train"
25,19,9,"jn7bbjc0","1720","pncns","pdcos","fnfow","pdcos","random","train"
21,7,4,"jn7bbjc0","1690","pdhns","fdmyw","fdmob","fdmyw","random","train"
19,21,8,"jn7bbjc0","3955","pdcos","fnfob","pdhns","pdhns","random","train"
23,22,15,"jn7bbjc0","1401","pdhos","pdhob","fnmyw","pdhob","random","train"
2,29,26,"jn7bbjc0","2777","fdfyb","pnhns","pncob","pnhns","random","train"
5,13,0,"jn7bbjc0","3161","fdmow","fdfob","fnmow","fnmow","random","train"
22,1,11,"jn7bbjc0","4539","pdhob","fdfow","fnfyw","fdfow","random","train"
6,3,29,"jn7bbjc0","3855","fdmyb","fdfyw","pnhns","fdfyw","random","train"
8,18,16,"jn7bbjc0","2291","fnfob","pdcnb","pdcob","pdcob","random","test"
10,10,27,"jn7bbjc0","1760","fnfyb","pncos","fnfyb","fnfyb","check",NA
28,31,9,"jn7bbjc0","1242","pnhnb","pnhos","fnfow","pnhos","random","train"
4,2,16,"jn7bbjc0","2385","fdmob","fdfyb","pdcnb","fdfyb","random","train"
6,10,16,"jn7bbjc0","3022","fdmyb","fnfyb","pdcnb","fnfyb","random","train"
21,20,29,"jn7bbjc0","1680","pdhns","pnhns","pdhnb","pdhnb","random","train"
14,4,27,"jn7bbjc0","1965","fnmyb","fdmob","pncos","fdmob","random","train"
3,22,26,"jn7bbjc0","1897","fdfyw","pncob","pdhob","pdhob","random","train"
11,0,23,"jn7bbjc0","1799","fnfyw","fdfob","pdhos","fdfob","random","train"
26,27,0,"jn7bbjc0","1724","pncob","pncos","fdfob","pncos","random","train"
28,23,18,"jn7bbjc0","1928","pnhnb","pdcob","pdhos","pdhos","random","train"
3,17,22,"jn7bbjc0","2136","fdfyw","pdcns","pdhob","pdcns","random","test"
18,25,23,"jn7bbjc0","2982","pdcob","pdhos","pncns","pncns","random","train"
4,31,20,"jn7bbjc0","1685","fdmob","pnhos","pdhnb","pnhos","random","train"
0,4,5,"jn7bbjc0","2736","fdfob","fdmow","fdmob","fdmob","random","train"
1,9,17,"jn7bbjc0","3077","fdfow","pdcns","fnfow","fnfow","random","train"
5,15,20,"jn7bbjc0","1563","fdmow","pdhnb","fnmyw","fnmyw","validation","train"
22,16,1,"jn7bbjc0","2005","pdhob","fdfow","pdcnb","pdcnb","random","test"
9,14,28,"jn7bbjc0","1204","fnfow","fnmyb","pnhnb","fnmyb","random","train"
4,9,24,"jn7bbjc0","1356","fdmob","fnfow","pncnb","fnfow","random","train"
26,30,4,"jn7bbjc0","1430","pncob","fdmob","pnhob","pnhob","random","train"
18,31,0,"jn7bbjc0","1890","pdcob","fdfob","pnhos","pnhos","validation","train"
1,10,13,"jn7bbjc0","1545","fdfow","fnfyb","fnmow","fnfyb","random","train"
12,11,3,"jn7bbjc0","1706","fnmob","fdfyw","fnfyw","fnfyw","random","train"
15,4,2,"jn7bbjc0","1557","fnmyw","fdfyb","fdmob","fdmob","random","train"
11,1,22,"jn7bbjc0","1236","fnfyw","fdfow","pdhob","fdfow","random","train"
6,0,23,"jn7bbjc0","1363","fdmyb","pdhos","fdfob","fdfob","validation","train"
2,13,28,"jn7bbjc0","1288","fdfyb","pnhnb","fnmow","fnmow","random","train"
4,8,17,"jn7bbjc0","1118","fdmob","fnfob","pdcns","fnfob","random","train"
6,10,17,"jn7bbjc0","2730","fdmyb","pdcns","fnfyb","fnfyb","validation","train"
25,17,2,"jn7bbjc0","2774","pncns","pdcns","fdfyb","pdcns","random","train"
12,12,9,"jn7bbjc0","1326","fnmob","fnfow","fnmob","fnmob","check",NA
19,25,12,"jn7bbjc0","1222","pdcos","fnmob","pncns","pncns","random","test"
15,4,23,"jn7bbjc0","1343","fnmyw","pdhos","fdmob","fdmob","random","train"
12,1,18,"jn7bbjc0","1498","fnmob","fdfow","pdcob","fdfow","random","train"
10,7,22,"jn7bbjc0","1265","fnfyb","pdhob","fdmyw","fdmyw","random","train"
18,16,25,"jn7bbjc0","2495","pdcob","pncns","pdcnb","pdcnb","random","train"
30,5,14,"jn7bbjc0","2234","pnhob","fnmyb","fdmow","fdmow","random","train"
7,9,17,"jn7bbjc0","2112","fdmyw","fnfow","pdcns","fnfow","random","train"
9,0,16,"jn7bbjc0","1868","fnfow","pdcnb","fdfob","fdfob","random","train"
24,22,13,"jn7bbjc0","1384","pncnb","pdhob","fnmow","pdhob","validation","train"
16,30,11,"jn7bbjc0","2205","pdcnb","fnfyw","pnhob","pnhob","random","train"
22,30,6,"jn7bbjc0","1425","pdhob","fdmyb","pnhob","pnhob","random","test"
21,28,30,"jn7bbjc0","3225","pdhns","pnhnb","pnhob","pnhnb","random","train"
29,20,8,"jn7bbjc0","1456","pnhns","pdhnb","fnfob","pdhnb","random","train"
15,11,24,"jn7bbjc0","1994","fnmyw","fnfyw","pncnb","fnfyw","random","test"
0,10,5,"jn7bbjc0","1556","fdfob","fdmow","fnfyb","fnfyb","random","test"
20,29,12,"jn7bbjc0","1343","pdhnb","pnhns","fnmob","pnhns","random","train"
10,28,23,"jn7bbjc0","2200","fnfyb","pnhnb","pdhos","pnhnb","random","test"
30,23,17,"jn7bbjc0","1379","pnhob","pdcns","pdhos","pdhos","random","train"
2,9,28,"jn7bbjc0","2121","fdfyb","pnhnb","fnfow","fnfow","random","train"
15,8,25,"jn7bbjc0","2158","fnmyw","pncns","fnfob","fnfob","random","train"
14,21,20,"jn7bbjc0","3592","fnmyb","pdhns","pdhnb","pdhns","random","train"
0,8,26,"jn7bbjc0","1571","fdfob","pncob","fnfob","fnfob","random","train"
20,27,7,"jn7bbjc0","1668","pdhnb","pncos","fdmyw","pncos","random","train"
27,5,14,"jn7bbjc0","2433","pncos","fdmow","fnmyb","fdmow","random","train"
26,5,6,"jn7bbjc0","2033","pncob","fdmow","fdmyb","fdmow","random","train"
16,27,8,"jn7bbjc0","1346","pdcnb","fnfob","pncos","pncos","random","train"
28,26,13,"jn7bbjc0","1374","pnhnb","fnmow","pncob","pncob","random","train"
25,19,22,"jn7bbjc0","1767","pncns","pdcos","pdhob","pdcos","random","train"
25,24,15,"jn7bbjc0","1192","pncns","fnmyw","pncnb","pncnb","random","train"
23,21,29,"jn7bbjc0","2759","pdhos","pnhns","pdhns","pdhns","random","train"
28,27,13,"jn7bbjc0","1502","pnhnb","fnmow","pncos","pncos","validation","train"
16,22,13,"jn7bbjc0","2036","pdcnb","pdhob","fnmow","pdhob","random","train"
8,10,31,"jn7bbjc0","2126","fnfob","pnhos","fnfyb","fnfyb","random","train"
28,13,26,"pbby694o","1988","pnhnb","fnmow","pncob","fnmow","random","train"
21,21,8,"pbby694o","1144","pdhns","fnfob","pdhns","pdhns","check",NA
24,18,6,"pbby694o","2140","pncnb","pdcob","fdmyb","pdcob","random","train"
17,22,14,"pbby694o","1027","pdcns","fnmyb","pdhob","pdhob","random","train"
3,3,25,"pbby694o","594","fdfyw","fdfyw","pncns","fdfyw","check",NA
24,23,5,"pbby694o","2213","pncnb","fdmow","pdhos","pdhos","random","train"
20,15,14,"pbby694o","4013","pdhnb","fnmyw","fnmyb","fnmyw","random","train"
29,10,9,"pbby694o","2673","pnhns","fnfow","fnfyb","fnfyb","random","train"
19,0,6,"pbby694o","1514","pdcos","fdmyb","fdfob","fdfob","random","train"
17,16,18,"pbby694o","1772","pdcns","pdcob","pdcnb","pdcnb","validation","train"
3,23,25,"pbby694o","1476","fdfyw","pdhos","pncns","pdhos","random","train"
2,3,23,"pbby694o","1953","fdfyb","fdfyw","pdhos","fdfyw","random","train"
20,4,8,"pbby694o","1041","pdhnb","fnfob","fdmob","fdmob","random","train"
13,11,5,"pbby694o","1337","fnmow","fdmow","fnfyw","fnfyw","random","train"
11,17,23,"pbby694o","1414","fnfyw","pdcns","pdhos","pdcns","random","train"
28,3,7,"pbby694o","1959","pnhnb","fdmyw","fdfyw","fdfyw","random","test"
12,14,4,"pbby694o","1641","fnmob","fdmob","fnmyb","fnmyb","validation","train"
15,31,16,"pbby694o","1344","fnmyw","pnhos","pdcnb","pnhos","validation","train"
14,12,13,"pbby694o","2306","fnmyb","fnmob","fnmow","fnmob","random","train"
27,28,23,"pbby694o","1381","pncos","pdhos","pnhnb","pnhnb","random","train"
22,18,29,"pbby694o","1200","pdhob","pdcob","pnhns","pdcob","validation","train"
5,17,14,"pbby694o","1396","fdmow","pdcns","fnmyb","pdcns","random","train"
