head,winner,loser,worker_id,rt,Center,Left,Right,Answer,sampleAlg,sampleSet
4,8,35,77536,1043,CFD-BF-005-020-A,CFD-BF-050-036-F,CFD-WM-038-018-F,CFD-BF-050-036-F,random,test
28,24,26,77536,768,CFD-WM-023-012-A,CFD-WF-026-008-A,CFD-WF-026-024-F,CFD-WF-026-008-A,random,train
18,23,35,77536,1840,CFD-WF-001-009-HO,CFD-WF-020-027-F,CFD-WM-038-018-F,CFD-WF-020-027-F,random,test
11,26,27,77536,2500,CFD-BM-002-016-A,CFD-WF-026-024-F,CFD-WM-023-004-HO,CFD-WF-026-024-F,random,train
7,32,33,77536,1151,CFD-BF-050-012-A,CFD-WM-033-053-F,CFD-WM-038-005-HO,CFD-WM-033-053-F,random,train
10,12,4,77536,754,CFD-BM-002-007-HO,CFD-BF-005-020-A,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,test
16,11,5,77536,1233,CFD-BM-038-017-F,CFD-BM-002-016-A,CFD-BF-005-022-F,CFD-BM-002-016-A,random,train
24,23,4,77536,755,CFD-WF-026-008-A,CFD-WF-020-027-F,CFD-BF-005-020-A,CFD-WF-020-027-F,random,train
21,2,12,77536,931,CFD-WF-020-012-A,CFD-BF-002-022-F,CFD-BM-009-003-HO,CFD-BF-002-022-F,random,train
31,32,20,77536,763,CFD-WM-033-014-A,CFD-WF-001-027-F,CFD-WM-033-053-F,CFD-WM-033-053-F,random,train
35,35,19,77536,692,CFD-WM-038-018-F,CFD-WM-038-018-F,CFD-WF-001-016-A,CFD-WM-038-018-F,check,NA
18,26,2,77536,1530,CFD-WF-001-009-HO,CFD-WF-026-024-F,CFD-BF-002-022-F,CFD-WF-026-024-F,random,train
1,10,27,77536,960,CFD-BF-002-018-A,CFD-WM-023-004-HO,CFD-BM-002-007-HO,CFD-BM-002-007-HO,random,test
5,3,23,77536,652,CFD-BF-005-022-F,CFD-BF-005-005-HO,CFD-WF-020-027-F,CFD-BF-005-005-HO,random,train
11,19,22,77536,1438,CFD-BM-002-016-A,CFD-WF-001-016-A,CFD-WF-020-023-HO,CFD-WF-001-016-A,random,train
15,5,23,77536,805,CFD-BM-038-007-HO,CFD-BF-005-022-F,CFD-WF-020-027-F,CFD-BF-005-022-F,random,test
0,6,21,77536,944,CFD-BF-002-004-HO,CFD-BF-050-004-HO,CFD-WF-020-012-A,CFD-BF-050-004-HO,random,train
1,11,16,77536,1132,CFD-BF-002-018-A,CFD-BM-002-016-A,CFD-BM-038-017-F,CFD-BM-002-016-A,random,train
1,21,20,77536,665,CFD-BF-002-018-A,CFD-WF-001-027-F,CFD-WF-020-012-A,CFD-WF-020-012-A,random,test
16,7,13,77536,682,CFD-BM-038-017-F,CFD-BF-050-012-A,CFD-BM-009-008-A,CFD-BF-050-012-A,random,train
13,13,28,77536,557,CFD-BM-009-008-A,CFD-BM-009-008-A,CFD-WM-023-012-A,CFD-BM-009-008-A,check,NA
12,12,15,77536,587,CFD-BM-009-003-HO,CFD-BM-009-003-HO,CFD-BM-038-007-HO,CFD-BM-009-003-HO,check,NA
18,3,33,77536,882,CFD-WF-001-009-HO,CFD-BF-005-005-HO,CFD-WM-038-005-HO,CFD-BF-005-005-HO,random,test
31,0,22,77536,1555,CFD-WM-033-014-A,CFD-BF-002-004-HO,CFD-WF-020-023-HO,CFD-BF-002-004-HO,random,train
8,16,15,77536,1463,CFD-BF-050-036-F,CFD-BM-038-007-HO,CFD-BM-038-017-F,CFD-BM-038-017-F,random,train
34,25,6,77536,1704,CFD-WM-038-011-A,CFD-BF-050-004-HO,CFD-WF-026-017-HO,CFD-WF-026-017-HO,random,train
4,28,0,77536,1498,CFD-BF-005-020-A,CFD-BF-002-004-HO,CFD-WM-023-012-A,CFD-WM-023-012-A,random,train
19,0,10,77536,2051,CFD-WF-001-016-A,CFD-BF-002-004-HO,CFD-BM-002-007-HO,CFD-BF-002-004-HO,random,train
10,20,35,77536,1327,CFD-BM-002-007-HO,CFD-WF-001-027-F,CFD-WM-038-018-F,CFD-WF-001-027-F,random,test
23,24,0,77536,1064,CFD-WF-020-027-F,CFD-WF-026-008-A,CFD-BF-002-004-HO,CFD-WF-026-008-A,random,train
28,24,10,77536,1272,CFD-WM-023-012-A,CFD-BM-002-007-HO,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
31,4,16,77536,1136,CFD-WM-033-014-A,CFD-BF-005-020-A,CFD-BM-038-017-F,CFD-BF-005-020-A,random,train
19,22,9,77536,1681,CFD-WF-001-016-A,CFD-BM-002-002-F,CFD-WF-020-023-HO,CFD-WF-020-023-HO,random,train
28,28,26,77536,784,CFD-WM-023-012-A,CFD-WM-023-012-A,CFD-WF-026-024-F,CFD-WM-023-012-A,check,NA
25,2,4,77536,1424,CFD-WF-026-017-HO,CFD-BF-005-020-A,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
14,13,4,77536,1445,CFD-BM-009-009-F,CFD-BF-005-020-A,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
14,4,15,77536,1230,CFD-BM-009-009-F,CFD-BF-005-020-A,CFD-BM-038-007-HO,CFD-BF-005-020-A,random,train
25,11,20,77536,1669,CFD-WF-026-017-HO,CFD-BM-002-016-A,CFD-WF-001-027-F,CFD-BM-002-016-A,random,train
15,23,21,77536,1739,CFD-BM-038-007-HO,CFD-WF-020-027-F,CFD-WF-020-012-A,CFD-WF-020-027-F,random,train
31,3,33,77536,2617,CFD-WM-033-014-A,CFD-BF-005-005-HO,CFD-WM-038-005-HO,CFD-BF-005-005-HO,random,test
19,20,30,77536,706,CFD-WF-001-016-A,CFD-WM-033-007-HO,CFD-WF-001-027-F,CFD-WF-001-027-F,random,test
9,1,30,77536,756,CFD-BM-002-002-F,CFD-BF-002-018-A,CFD-WM-033-007-HO,CFD-BF-002-018-A,random,train
11,13,14,77536,1229,CFD-BM-002-016-A,CFD-BM-009-009-F,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
34,24,26,77536,1104,CFD-WM-038-011-A,CFD-WF-026-024-F,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
30,21,8,77536,949,CFD-WM-033-007-HO,CFD-BF-050-036-F,CFD-WF-020-012-A,CFD-WF-020-012-A,random,train
7,5,13,77536,942,CFD-BF-050-012-A,CFD-BF-005-022-F,CFD-BM-009-008-A,CFD-BF-005-022-F,random,test
3,8,29,77536,735,CFD-BF-005-005-HO,CFD-WM-023-015-F,CFD-BF-050-036-F,CFD-BF-050-036-F,random,train
23,27,5,77536,1424,CFD-WF-020-027-F,CFD-BF-005-022-F,CFD-WM-023-004-HO,CFD-WM-023-004-HO,random,train
27,30,14,77536,754,CFD-WM-023-004-HO,CFD-WM-033-007-HO,CFD-BM-009-009-F,CFD-WM-033-007-HO,random,train
32,19,1,77536,2073,CFD-WM-033-053-F,CFD-BF-002-018-A,CFD-WF-001-016-A,CFD-WF-001-016-A,random,test
13,17,19,77536,921,CFD-BM-009-008-A,CFD-WF-001-016-A,CFD-BM-038-038-A,CFD-BM-038-038-A,random,train
17,15,13,77536,1142,CFD-BM-038-038-A,CFD-BM-009-008-A,CFD-BM-038-007-HO,CFD-BM-038-007-HO,random,train
9,9,33,77536,531,CFD-BM-002-002-F,CFD-WM-038-005-HO,CFD-BM-002-002-F,CFD-BM-002-002-F,check,NA
18,5,28,77536,848,CFD-WF-001-009-HO,CFD-BF-005-022-F,CFD-WM-023-012-A,CFD-BF-005-022-F,random,train
28,13,0,77536,936,CFD-WM-023-012-A,CFD-BM-009-008-A,CFD-BF-002-004-HO,CFD-BM-009-008-A,random,train
8,2,0,77536,1525,CFD-BF-050-036-F,CFD-BF-002-022-F,CFD-BF-002-004-HO,CFD-BF-002-022-F,random,train
23,24,15,77536,951,CFD-WF-020-027-F,CFD-BM-038-007-HO,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
7,11,18,77536,1151,CFD-BF-050-012-A,CFD-WF-001-009-HO,CFD-BM-002-016-A,CFD-BM-002-016-A,random,train
31,35,18,77536,762,CFD-WM-033-014-A,CFD-WM-038-018-F,CFD-WF-001-009-HO,CFD-WM-038-018-F,random,test
10,29,19,77536,1407,CFD-BM-002-007-HO,CFD-WM-023-015-F,CFD-WF-001-016-A,CFD-WM-023-015-F,random,test
34,33,20,77536,665,CFD-WM-038-011-A,CFD-WM-038-005-HO,CFD-WF-001-027-F,CFD-WM-038-005-HO,random,test
0,35,32,77536,3430,CFD-BF-002-004-HO,CFD-WM-038-018-F,CFD-WM-033-053-F,CFD-WM-038-018-F,random,train
1,2,22,77536,706,CFD-BF-002-018-A,CFD-WF-020-023-HO,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
15,30,22,77536,735,CFD-BM-038-007-HO,CFD-WM-033-007-HO,CFD-WF-020-023-HO,CFD-WM-033-007-HO,random,train
5,28,10,77536,1454,CFD-BF-005-022-F,CFD-BM-002-007-HO,CFD-WM-023-012-A,CFD-WM-023-012-A,random,train
25,22,34,77536,1010,CFD-WF-026-017-HO,CFD-WM-038-011-A,CFD-WF-020-023-HO,CFD-WF-020-023-HO,random,train
22,21,3,77536,667,CFD-WF-020-023-HO,CFD-WF-020-012-A,CFD-BF-005-005-HO,CFD-WF-020-012-A,random,train
34,30,20,77536,914,CFD-WM-038-011-A,CFD-WM-033-007-HO,CFD-WF-001-027-F,CFD-WM-033-007-HO,random,train
7,26,28,77536,760,CFD-BF-050-012-A,CFD-WF-026-024-F,CFD-WM-023-012-A,CFD-WF-026-024-F,random,train
17,17,8,77536,709,CFD-BM-038-038-A,CFD-BM-038-038-A,CFD-BF-050-036-F,CFD-BM-038-038-A,check,NA
32,14,11,77536,883,CFD-WM-033-053-F,CFD-BM-009-009-F,CFD-BM-002-016-A,CFD-BM-009-009-F,random,test
35,26,14,77536,1023,CFD-WM-038-018-F,CFD-BM-009-009-F,CFD-WF-026-024-F,CFD-WF-026-024-F,random,train
35,33,32,77536,619,CFD-WM-038-018-F,CFD-WM-033-053-F,CFD-WM-038-005-HO,CFD-WM-038-005-HO,random,train
33,10,0,77536,894,CFD-WM-038-005-HO,CFD-BF-002-004-HO,CFD-BM-002-007-HO,CFD-BM-002-007-HO,random,test
9,32,35,77536,1670,CFD-BM-002-002-F,CFD-WM-038-018-F,CFD-WM-033-053-F,CFD-WM-033-053-F,random,test
33,22,9,77536,1039,CFD-WM-038-005-HO,CFD-WF-020-023-HO,CFD-BM-002-002-F,CFD-WF-020-023-HO,random,train
3,5,21,77536,608,CFD-BF-005-005-HO,CFD-BF-005-022-F,CFD-WF-020-012-A,CFD-BF-005-022-F,random,test
6,11,21,77536,1397,CFD-BF-050-004-HO,CFD-BM-002-016-A,CFD-WF-020-012-A,CFD-BM-002-016-A,random,train
33,2,7,77536,1393,CFD-WM-038-005-HO,CFD-BF-050-012-A,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
29,18,12,77536,1142,CFD-WM-023-015-F,CFD-BM-009-003-HO,CFD-WF-001-009-HO,CFD-WF-001-009-HO,random,train
15,31,20,77536,976,CFD-BM-038-007-HO,CFD-WF-001-027-F,CFD-WM-033-014-A,CFD-WM-033-014-A,random,train
28,16,15,77536,1342,CFD-WM-023-012-A,CFD-BM-038-007-HO,CFD-BM-038-017-F,CFD-BM-038-017-F,random,train
32,33,14,77536,824,CFD-WM-033-053-F,CFD-WM-038-005-HO,CFD-BM-009-009-F,CFD-WM-038-005-HO,random,test
31,31,34,77536,792,CFD-WM-033-014-A,CFD-WM-033-014-A,CFD-WM-038-011-A,CFD-WM-033-014-A,check,NA
34,21,22,77536,681,CFD-WM-038-011-A,CFD-WF-020-012-A,CFD-WF-020-023-HO,CFD-WF-020-012-A,random,train
29,33,0,77536,802,CFD-WM-023-015-F,CFD-BF-002-004-HO,CFD-WM-038-005-HO,CFD-WM-038-005-HO,random,train
9,10,23,77536,535,CFD-BM-002-002-F,CFD-WF-020-027-F,CFD-BM-002-007-HO,CFD-BM-002-007-HO,random,train
25,9,23,77536,1560,CFD-WF-026-017-HO,CFD-WF-020-027-F,CFD-BM-002-002-F,CFD-BM-002-002-F,random,train
8,24,14,77536,1326,CFD-BF-050-036-F,CFD-BM-009-009-F,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
2,3,11,77536,866,CFD-BF-002-022-F,CFD-BM-002-016-A,CFD-BF-005-005-HO,CFD-BF-005-005-HO,random,train
0,34,19,77536,1319,CFD-BF-002-004-HO,CFD-WF-001-016-A,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
30,28,11,77536,656,CFD-WM-033-007-HO,CFD-BM-002-016-A,CFD-WM-023-012-A,CFD-WM-023-012-A,random,train
24,23,10,77536,1334,CFD-WF-026-008-A,CFD-WF-020-027-F,CFD-BM-002-007-HO,CFD-WF-020-027-F,random,test
14,21,33,77536,1978,CFD-BM-009-009-F,CFD-WF-020-012-A,CFD-WM-038-005-HO,CFD-WF-020-012-A,random,train
2,21,31,77536,787,CFD-BF-002-022-F,CFD-WM-033-014-A,CFD-WF-020-012-A,CFD-WF-020-012-A,random,train
0,15,16,77536,1293,CFD-BF-002-004-HO,CFD-BM-038-017-F,CFD-BM-038-007-HO,CFD-BM-038-007-HO,random,train
22,22,18,77536,724,CFD-WF-020-023-HO,CFD-WF-001-009-HO,CFD-WF-020-023-HO,CFD-WF-020-023-HO,check,NA
34,30,11,77536,837,CFD-WM-038-011-A,CFD-WM-033-007-HO,CFD-BM-002-016-A,CFD-WM-033-007-HO,random,train
23,25,7,77536,935,CFD-WF-020-027-F,CFD-WF-026-017-HO,CFD-BF-050-012-A,CFD-WF-026-017-HO,random,train
24,33,17,77536,1653,CFD-WF-026-008-A,CFD-WM-038-005-HO,CFD-BM-038-038-A,CFD-WM-038-005-HO,random,test
34,13,8,77536,912,CFD-WM-038-011-A,CFD-BF-050-036-F,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
15,6,30,77536,903,CFD-BM-038-007-HO,CFD-BF-050-004-HO,CFD-WM-033-007-HO,CFD-BF-050-004-HO,random,test
19,8,10,77536,1215,CFD-WF-001-016-A,CFD-BM-002-007-HO,CFD-BF-050-036-F,CFD-BF-050-036-F,random,train
24,0,12,77536,1218,CFD-WF-026-008-A,CFD-BM-009-003-HO,CFD-BF-002-004-HO,CFD-BF-002-004-HO,random,train
8,6,20,77536,761,CFD-BF-050-036-F,CFD-BF-050-004-HO,CFD-WF-001-027-F,CFD-BF-050-004-HO,random,train
20,5,23,77536,837,CFD-WF-001-027-F,CFD-BF-005-022-F,CFD-WF-020-027-F,CFD-BF-005-022-F,random,train
30,14,4,77536,1572,CFD-WM-033-007-HO,CFD-BM-009-009-F,CFD-BF-005-020-A,CFD-BM-009-009-F,random,train
8,26,32,77536,1127,CFD-BF-050-036-F,CFD-WF-026-024-F,CFD-WM-033-053-F,CFD-WF-026-024-F,random,train
17,16,11,77536,785,CFD-BM-038-038-A,CFD-BM-002-016-A,CFD-BM-038-017-F,CFD-BM-038-017-F,random,test
27,12,15,77536,1276,CFD-WM-023-004-HO,CFD-BM-038-007-HO,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,test
13,14,1,77536,630,CFD-BM-009-008-A,CFD-BF-002-018-A,CFD-BM-009-009-F,CFD-BM-009-009-F,random,train
13,9,31,77536,632,CFD-BM-009-008-A,CFD-WM-033-014-A,CFD-BM-002-002-F,CFD-BM-002-002-F,random,train
7,10,14,77536,2278,CFD-BF-050-012-A,CFD-BM-009-009-F,CFD-BM-002-007-HO,CFD-BM-002-007-HO,random,train
12,24,20,77536,1424,CFD-BM-009-003-HO,CFD-WF-001-027-F,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
21,18,15,77536,905,CFD-WF-020-012-A,CFD-WF-001-009-HO,CFD-BM-038-007-HO,CFD-WF-001-009-HO,random,train
30,20,2,77536,1188,CFD-WM-033-007-HO,CFD-BF-002-022-F,CFD-WF-001-027-F,CFD-WF-001-027-F,random,test
20,22,25,77536,694,CFD-WF-001-027-F,CFD-WF-020-023-HO,CFD-WF-026-017-HO,CFD-WF-020-023-HO,random,train
15,0,26,77536,691,CFD-BM-038-007-HO,CFD-BF-002-004-HO,CFD-WF-026-024-F,CFD-BF-002-004-HO,random,train
27,16,5,77536,1563,CFD-WM-023-004-HO,CFD-BM-038-017-F,CFD-BF-005-022-F,CFD-BM-038-017-F,random,train
29,20,16,77536,955,CFD-WM-023-015-F,CFD-BM-038-017-F,CFD-WF-001-027-F,CFD-WF-001-027-F,random,test
32,27,14,77536,673,CFD-WM-033-053-F,CFD-WM-023-004-HO,CFD-BM-009-009-F,CFD-WM-023-004-HO,random,train
4,12,16,77536,777,CFD-BF-005-020-A,CFD-BM-009-003-HO,CFD-BM-038-017-F,CFD-BM-009-003-HO,random,train
26,28,20,77536,794,CFD-WF-026-024-F,CFD-WM-023-012-A,CFD-WF-001-027-F,CFD-WM-023-012-A,random,test
21,5,12,77536,1090,CFD-WF-020-012-A,CFD-BM-009-003-HO,CFD-BF-005-022-F,CFD-BF-005-022-F,random,train
15,2,0,77536,1516,CFD-BM-038-007-HO,CFD-BF-002-004-HO,CFD-BF-002-022-F,CFD-BF-002-022-F,random,train
15,32,23,77536,1031,CFD-BM-038-007-HO,CFD-WF-020-027-F,CFD-WM-033-053-F,CFD-WM-033-053-F,random,train
0,25,20,77536,1007,CFD-BF-002-004-HO,CFD-WF-001-027-F,CFD-WF-026-017-HO,CFD-WF-026-017-HO,random,train
1,12,9,77536,903,CFD-BF-002-018-A,CFD-BM-002-002-F,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
9,8,28,77536,761,CFD-BM-002-002-F,CFD-WM-023-012-A,CFD-BF-050-036-F,CFD-BF-050-036-F,random,train
29,21,3,77536,613,CFD-WM-023-015-F,CFD-BF-005-005-HO,CFD-WF-020-012-A,CFD-WF-020-012-A,random,train
6,29,18,77536,808,CFD-BF-050-004-HO,CFD-WM-023-015-F,CFD-WF-001-009-HO,CFD-WM-023-015-F,random,train
20,20,29,77536,808,CFD-WF-001-027-F,CFD-WM-023-015-F,CFD-WF-001-027-F,CFD-WF-001-027-F,check,NA
9,17,29,77536,814,CFD-BM-002-002-F,CFD-WM-023-015-F,CFD-BM-038-038-A,CFD-BM-038-038-A,random,train
13,6,0,77536,927,CFD-BM-009-008-A,CFD-BF-002-004-HO,CFD-BF-050-004-HO,CFD-BF-050-004-HO,random,train
8,13,23,77536,865,CFD-BF-050-036-F,CFD-WF-020-027-F,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
29,8,0,77536,1732,CFD-WM-023-015-F,CFD-BF-002-004-HO,CFD-BF-050-036-F,CFD-BF-050-036-F,random,test
25,3,29,77536,1141,CFD-WF-026-017-HO,CFD-WM-023-015-F,CFD-BF-005-005-HO,CFD-BF-005-005-HO,random,train
35,16,9,77536,1618,CFD-WM-038-018-F,CFD-BM-038-017-F,CFD-BM-002-002-F,CFD-BM-038-017-F,random,test
11,6,27,77536,720,CFD-BM-002-016-A,CFD-WM-023-004-HO,CFD-BF-050-004-HO,CFD-BF-050-004-HO,random,train
2,4,35,77536,750,CFD-BF-002-022-F,CFD-WM-038-018-F,CFD-BF-005-020-A,CFD-BF-005-020-A,random,test
11,1,19,77536,527,CFD-BM-002-016-A,CFD-WF-001-016-A,CFD-BF-002-018-A,CFD-BF-002-018-A,random,test
30,32,23,77536,576,CFD-WM-033-007-HO,CFD-WF-020-027-F,CFD-WM-033-053-F,CFD-WM-033-053-F,random,train
8,5,15,77536,706,CFD-BF-050-036-F,CFD-BM-038-007-HO,CFD-BF-005-022-F,CFD-BF-005-022-F,random,train
15,31,2,77536,871,CFD-BM-038-007-HO,CFD-BF-002-022-F,CFD-WM-033-014-A,CFD-WM-033-014-A,random,train
35,4,25,77536,1422,CFD-WM-038-018-F,CFD-BF-005-020-A,CFD-WF-026-017-HO,CFD-BF-005-020-A,random,train
3,25,15,77536,909,CFD-BF-005-005-HO,CFD-WF-026-017-HO,CFD-BM-038-007-HO,CFD-WF-026-017-HO,random,train
6,17,29,77536,927,CFD-BF-050-004-HO,CFD-WM-023-015-F,CFD-BM-038-038-A,CFD-BM-038-038-A,random,train
0,2,35,77536,4444,CFD-BF-002-004-HO,CFD-WM-038-018-F,CFD-BF-002-022-F,CFD-BF-002-022-F,random,test
32,33,6,77536,623,CFD-WM-033-053-F,CFD-BF-050-004-HO,CFD-WM-038-005-HO,CFD-WM-038-005-HO,random,test
31,29,5,77536,1867,CFD-WM-033-014-A,CFD-WM-023-015-F,CFD-BF-005-022-F,CFD-WM-023-015-F,random,train
16,12,4,77536,658,CFD-BM-038-017-F,CFD-BM-009-003-HO,CFD-BF-005-020-A,CFD-BM-009-003-HO,random,train
28,13,19,77536,608,CFD-WM-023-012-A,CFD-BM-009-008-A,CFD-WF-001-016-A,CFD-BM-009-008-A,random,train
31,25,19,77536,613,CFD-WM-033-014-A,CFD-WF-026-017-HO,CFD-WF-001-016-A,CFD-WF-026-017-HO,random,test
8,10,32,77536,840,CFD-BF-050-036-F,CFD-BM-002-007-HO,CFD-WM-033-053-F,CFD-BM-002-007-HO,random,train
16,1,25,77536,612,CFD-BM-038-017-F,CFD-BF-002-018-A,CFD-WF-026-017-HO,CFD-BF-002-018-A,random,test
13,26,18,77536,694,CFD-BM-009-008-A,CFD-WF-001-009-HO,CFD-WF-026-024-F,CFD-WF-026-024-F,random,train
33,16,14,77536,2101,CFD-WM-038-005-HO,CFD-BM-009-009-F,CFD-BM-038-017-F,CFD-BM-038-017-F,random,train
14,33,34,77536,1224,CFD-BM-009-009-F,CFD-WM-038-005-HO,CFD-WM-038-011-A,CFD-WM-038-005-HO,random,train
2,5,32,77536,871,CFD-BF-002-022-F,CFD-BF-005-022-F,CFD-WM-033-053-F,CFD-BF-005-022-F,random,train
11,34,29,77536,1788,CFD-BM-002-016-A,CFD-WM-023-015-F,CFD-WM-038-011-A,CFD-WM-038-011-A,random,train
35,8,12,77536,1312,CFD-WM-038-018-F,CFD-BM-009-003-HO,CFD-BF-050-036-F,CFD-BF-050-036-F,random,test
35,3,24,77536,944,CFD-WM-038-018-F,CFD-WF-026-008-A,CFD-BF-005-005-HO,CFD-BF-005-005-HO,random,train
20,31,12,77536,1479,CFD-WF-001-027-F,CFD-WM-033-014-A,CFD-BM-009-003-HO,CFD-WM-033-014-A,random,train
16,19,18,77536,1553,CFD-BM-038-017-F,CFD-WF-001-009-HO,CFD-WF-001-016-A,CFD-WF-001-016-A,random,train
1,1,12,77536,727,CFD-BF-002-018-A,CFD-BM-009-003-HO,CFD-BF-002-018-A,CFD-BF-002-018-A,check,NA
21,17,29,77536,1528,CFD-WF-020-012-A,CFD-WM-023-015-F,CFD-BM-038-038-A,CFD-BM-038-038-A,random,train
35,24,12,77536,1175,CFD-WM-038-018-F,CFD-BM-009-003-HO,CFD-WF-026-008-A,CFD-WF-026-008-A,random,train
16,8,26,77536,2378,CFD-BM-038-017-F,CFD-WF-026-024-F,CFD-BF-050-036-F,CFD-BF-050-036-F,random,test
33,27,0,77536,680,CFD-WM-038-005-HO,CFD-WM-023-004-HO,CFD-BF-002-004-HO,CFD-WM-023-004-HO,random,test
19,24,15,77536,1865,CFD-WF-001-016-A,CFD-WF-026-008-A,CFD-BM-038-007-HO,CFD-WF-026-008-A,random,train
19,28,31,77536,1791,CFD-WF-001-016-A,CFD-WM-023-012-A,CFD-WM-033-014-A,CFD-WM-023-012-A,random,test
2,12,30,77536,962,CFD-BF-002-022-F,CFD-WM-033-007-HO,CFD-BM-009-003-HO,CFD-BM-009-003-HO,random,train
6,2,28,77536,662,CFD-BF-050-004-HO,CFD-BF-002-022-F,CFD-WM-023-012-A,CFD-BF-002-022-F,random,test
21,4,17,77536,1140,CFD-WF-020-012-A,CFD-BF-005-020-A,CFD-BM-038-038-A,CFD-BF-005-020-A,random,train
35,11,6,77536,3188,CFD-WM-038-018-F,CFD-BF-050-004-HO,CFD-BM-002-016-A,CFD-BM-002-016-A,random,test
1,3,26,77536,4146,CFD-BF-002-018-A,CFD-WF-026-024-F,CFD-BF-005-005-HO,CFD-BF-005-005-HO,random,train
2,35,22,77536,1647,CFD-BF-002-022-F,CFD-WF-020-023-HO,CFD-WM-038-018-F,CFD-WM-038-018-F,random,train
18,30,24,77536,1107,CFD-WF-001-009-HO,CFD-WM-033-007-HO,CFD-WF-026-008-A,CFD-WM-033-007-HO,random,train
30,32,4,77536,674,CFD-WM-033-007-HO,CFD-BF-005-020-A,CFD-WM-033-053-F,CFD-WM-033-053-F,random,test
22,33,9,77536,622,CFD-WF-020-023-HO,CFD-BM-002-002-F,CFD-WM-038-005-HO,CFD-WM-038-005-HO,random,train
32,25,10,77536,615,CFD-WM-033-053-F,CFD-BM-002-007-HO,CFD-WF-026-017-HO,CFD-WF-026-017-HO,random,train
1,1,12,77536,568,CFD-BF-002-018-A,CFD-BM-009-003-HO,CFD-BF-002-018-A,CFD-BF-002-018-A,check,NA
19,18,14,77536,670,CFD-WF-001-016-A,CFD-WF-001-009-HO,CFD-BM-009-009-F,CFD-WF-001-009-HO,random,train
5,14,10,77536,732,CFD-BF-005-022-F,CFD-BM-009-009-F,CFD-BM-002-007-HO,CFD-BM-009-009-F,random,train
16,4,31,77536,879,CFD-BM-038-017-F,CFD-BF-005-020-A,CFD-WM-033-014-A,CFD-BF-005-020-A,random,train
15,6,0,81416,1628,CFD-BM-038-007-HO,CFD-BF-002-004-HO,CFD-BF-050-004-HO,CFD-BF-050-004-HO,validation,train
24,31,28,81416,821,CFD-WF-026-008-A,CFD-WM-033-014-A,CFD-WM-023-012-A,CFD-WM-033-014-A,validation,train
2,20,23,81416,1659,CFD-BF-002-022-F,CFD-WF-001-027-F,CFD-WF-020-027-F,CFD-WF-001-027-F,validation,train
35,23,26,81416,1115,CFD-WM-038-018-F,CFD-WF-020-027-F,CFD-WF-026-024-F,CFD-WF-020-027-F,validation,train
29,33,31,81416,1282,CFD-WM-023-015-F,CFD-WM-033-014-A,CFD-WM-038-005-HO,CFD-WM-038-005-HO,validation,train
5,9,14,81416,981,CFD-BF-005-022-F,CFD-BM-002-002-F,CFD-BM-009-009-F,CFD-BM-002-002-F,validation,train
11,34,28,81416,1035,CFD-BM-002-016-A,CFD-WM-023-012-A,CFD-WM-038-011-A,CFD-WM-038-011-A,validation,train
19,1,7,81416,1311,CFD-WF-001-016-A,CFD-BF-050-012-A,CFD-BF-002-018-A,CFD-BF-002-018-A,validation,train
0,4,8,81416,1626,CFD-BF-002-004-HO,CFD-BF-005-020-A,CFD-BF-050-036-F,CFD-BF-005-020-A,validation,train
18,21,26,81416,1255,CFD-WF-001-009-HO,CFD-WF-020-012-A,CFD-WF-026-024-F,CFD-WF-020-012-A,validation,train
32,16,14,81416,1277,CFD-WM-033-053-F,CFD-BM-009-009-F,CFD-BM-038-017-F,CFD-BM-038-017-F,validation,train
9,13,15,81416,1226,CFD-BM-002-002-F,CFD-BM-009-008-A,CFD-BM-038-007-HO,CFD-BM-009-008-A,validation,train
24,4,29,81416,947,CFD-WF-026-008-A,CFD-WM-023-015-F,CFD-BF-005-020-A,CFD-BF-005-020-A,random,train
2,29,20,81416,1214,CFD-BF-002-022-F,CFD-WF-001-027-F,CFD-WM-023-015-F,CFD-WM-023-015-F,random,train
26,13,28,81416,1227,CFD-WF-026-024-F,CFD-WM-023-012-A,CFD-BM-009-008-A,CFD-BM-009-008-A,random,train
14,14,5,81416,924,CFD-BM-009-009-F,CFD-BM-009-009-F,CFD-BF-005-022-F,CFD-BM-009-009-F,check,NA
16,11,8,81416,1910,CFD-BM-038-017-F,CFD-BM-002-016-A,CFD-BF-050-036-F,CFD-BM-002-016-A,random,train
